==== START logs for container controller of pod ingress-nginx/ingress-controller-ingress-nginx-controller-585d79996-9ncg7 ====
-------------------------------------------------------------------------------
NGINX Ingress controller
  Release:       1.1.1-20220413170248-b60724ed1
2022-07-22T20:00:24.153177Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-22T20:33:07.424749Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-22T21:01:23.064205Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-22T21:33:40.465125Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-22T22:03:12.136488Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-22T22:33:05.219417Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-22T23:01:55.097117Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-22T23:31:03.962499Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T00:04:05.523867Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T00:25:41.318205Z	info	ads	XDS: Incremental Pushing:0 ConnectedEndpoints:2 Version:
2022-07-23T00:25:41.492046Z	info	cache	generated new workload certificate	latency=172.898651ms ttl=23h59m59.507966269s
2022-07-23T00:25:41.492306Z	info	ads	SDS: PUSH for node:ingress-controller-ingress-nginx-controller-585d79996-9ncg7.ingress-nginx resources:1 size:9.2kB resource:default
2022-07-23T00:33:42.083870Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T01:06:31.701869Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T01:33:56.683199Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T02:04:27.753235Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T02:33:51.722272Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T03:06:01.215061Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T03:37:31.751874Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T04:06:57.143248Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T04:38:02.500267Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T05:09:22.252549Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T05:41:23.416458Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T06:08:38.366325Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T06:41:26.741936Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T07:09:19.767911Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T07:37:23.261000Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T08:04:38.716329Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T08:36:53.991271Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T09:08:11.611155Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T09:39:00.768670Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T10:12:04.895879Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T10:40:16.342642Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T11:12:14.182210Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T11:44:35.233158Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T12:13:36.508392Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T12:25:41.247582Z	info	ads	XDS: Incremental Pushing:0 ConnectedEndpoints:2 Version:
2022-07-23T12:25:41.473681Z	info	cache	generated new workload certificate	latency=225.101242ms ttl=23h59m59.526330289s
2022-07-23T12:25:41.473823Z	info	ads	SDS: PUSH for node:ingress-controller-ingress-nginx-controller-585d79996-9ncg7.ingress-nginx resources:1 size:9.2kB resource:default
2022-07-23T12:41:46.325235Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T13:09:25.598396Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T13:39:26.682948Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T14:08:07.797538Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T14:38:01.370337Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T15:10:55.145379Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T15:39:13.827732Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T16:08:09.737902Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T16:38:47.943800Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T17:06:02.911070Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T17:35:28.997418Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T18:07:22.706331Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T18:38:12.117710Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T19:09:44.925723Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T19:41:59.209432Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T20:13:04.838839Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T20:41:44.871326Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T21:13:41.255608Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T21:46:51.131528Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T22:15:57.188574Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T22:43:40.022161Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T23:10:52.592558Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-23T23:39:18.047620Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T00:07:36.477278Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T00:25:41.237728Z	info	ads	XDS: Incremental Pushing:0 ConnectedEndpoints:2 Version:
2022-07-24T00:25:41.469282Z	info	cache	generated new workload certificate	latency=230.080442ms ttl=23h59m59.530730163s
2022-07-24T00:25:41.469565Z	info	ads	SDS: PUSH for node:ingress-controller-ingress-nginx-controller-585d79996-9ncg7.ingress-nginx resources:1 size:9.2kB resource:default
2022-07-24T00:36:57.426214Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T01:06:25.760640Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T01:34:48.418331Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T02:05:37.871560Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T02:35:43.885076Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T03:03:05.295567Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T03:35:40.638394Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T04:04:57.885685Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T04:34:14.212280Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T05:04:43.233370Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T05:36:40.813849Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T06:07:40.730315Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T06:35:36.443159Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T07:04:09.961323Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T07:36:45.869404Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T08:09:38.222741Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T08:41:17.978271Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T09:12:42.797917Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T09:45:02.492698Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T10:15:32.416060Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T10:45:43.894938Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T11:13:27.455159Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T11:41:40.626994Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T12:10:23.883211Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T12:25:41.235218Z	info	ads	XDS: Incremental Pushing:0 ConnectedEndpoints:2 Version:
2022-07-24T12:25:41.593485Z	info	cache	generated new workload certificate	latency=357.425364ms ttl=23h59m59.40652635s
2022-07-24T12:25:41.593620Z	info	ads	SDS: PUSH for node:ingress-controller-ingress-nginx-controller-585d79996-9ncg7.ingress-nginx resources:1 size:9.2kB resource:default
2022-07-24T12:41:48.261532Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T13:10:32.615687Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T13:37:53.673875Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T14:05:54.230847Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T14:37:52.061695Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T15:07:34.983990Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T15:37:29.410909Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T16:06:32.338192Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T16:35:02.492284Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T17:07:02.203340Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T17:37:45.966553Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T18:06:25.890882Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T18:36:40.427361Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T19:06:59.363893Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T19:37:08.458639Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T20:08:19.392474Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T20:36:28.074797Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T21:06:58.290022Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T21:39:28.593547Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T22:11:45.124778Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T22:40:00.538257Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T23:08:53.228894Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-24T23:40:41.576870Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T00:09:18.529361Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T00:25:41.297895Z	info	ads	XDS: Incremental Pushing:0 ConnectedEndpoints:2 Version:
2022-07-25T00:25:41.557487Z	info	cache	generated new workload certificate	latency=258.707156ms ttl=23h59m59.442523929s
2022-07-25T00:25:41.557631Z	info	ads	SDS: PUSH for node:ingress-controller-ingress-nginx-controller-585d79996-9ncg7.ingress-nginx resources:1 size:9.2kB resource:default
2022-07-25T00:38:55.140639Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T01:10:09.008396Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T01:37:57.349358Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T02:10:16.516924Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T02:38:31.632996Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T03:06:35.445228Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T03:38:08.416747Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T04:08:24.169791Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T04:40:57.106260Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T05:10:32.099830Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T05:37:45.368289Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T06:09:18.158726Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T06:37:42.475463Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T07:10:36.398236Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T07:43:20.439508Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T08:11:36.543961Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T08:40:52.419790Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T09:08:45.782068Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T09:36:24.585563Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T10:08:50.117534Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T10:39:08.201992Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T11:09:22.560910Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T11:37:51.358012Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T12:05:22.591444Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T12:25:41.280015Z	info	ads	XDS: Incremental Pushing:0 ConnectedEndpoints:2 Version:
2022-07-25T12:25:41.398388Z	info	cache	generated new workload certificate	latency=117.362508ms ttl=23h59m59.601623145s
2022-07-25T12:25:41.398751Z	info	ads	SDS: PUSH for node:ingress-controller-ingress-nginx-controller-585d79996-9ncg7.ingress-nginx resources:1 size:9.2kB resource:default
2022-07-25T12:34:06.486277Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T13:04:29.345269Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T13:33:08.223630Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T14:04:08.037291Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T14:32:44.825198Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T15:05:30.663731Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T15:38:39.603435Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T16:06:56.877562Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T16:38:55.411900Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T17:09:07.199323Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T17:42:14.229821Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T18:13:53.217553Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T18:42:01.492579Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T19:14:01.503401Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T19:44:22.847313Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T20:12:24.339231Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T20:44:31.806359Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T21:12:07.784266Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T21:44:23.984185Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T22:15:06.845640Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T22:44:17.957624Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T23:16:13.007969Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-25T23:44:24.802410Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T00:13:15.236673Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T00:25:41.200057Z	info	ads	XDS: Incremental Pushing:0 ConnectedEndpoints:2 Version:
2022-07-26T00:25:41.540335Z	info	cache	generated new workload certificate	latency=339.519625ms ttl=23h59m59.459679658s
2022-07-26T00:25:41.540500Z	info	ads	SDS: PUSH for node:ingress-controller-ingress-nginx-controller-585d79996-9ncg7.ingress-nginx resources:1 size:9.2kB resource:default
2022-07-26T00:42:54.532067Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T01:12:05.603761Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T01:42:36.023537Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T02:12:37.213560Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T02:43:58.051908Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T03:13:37.924372Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T03:46:03.166680Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T04:15:45.102371Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T04:44:47.009889Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T05:13:08.616009Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T05:44:24.023401Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T06:16:51.889246Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T06:44:49.380547Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T07:13:17.840891Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T07:43:47.352887Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T08:16:37.850793Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T08:48:20.045513Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T09:20:44.790056Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T09:52:27.430265Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T10:24:55.314146Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T10:53:58.489181Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T11:21:55.637151Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T11:52:47.758309Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T12:23:24.190678Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T12:25:41.271316Z	info	ads	XDS: Incremental Pushing:0 ConnectedEndpoints:2 Version:
2022-07-26T12:25:41.412452Z	info	cache	generated new workload certificate	latency=140.362614ms ttl=23h59m59.587561398s
2022-07-26T12:25:41.412603Z	info	ads	SDS: PUSH for node:ingress-controller-ingress-nginx-controller-585d79996-9ncg7.ingress-nginx resources:1 size:9.2kB resource:default
2022-07-26T12:52:13.048354Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T13:23:39.993435Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T13:54:13.928763Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T14:26:36.151784Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T14:59:40.694899Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T15:31:25.204556Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T15:59:50.196730Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T16:32:24.423595Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
2022-07-26T17:03:56.461895Z	info	xdsproxy	connected to upstream XDS server: istiod.istio-system.svc:15012
==== END logs for container istio-proxy of pod ingress-nginx/ingress-controller-ingress-nginx-controller-585d79996-9ncg7 ====
